,Mana,DBFLD,Name,Rarity,Card Set,Class,N,G,W1,W2,Type,Tribe,ATK,HP,Card Text,Keywords,Format,Tier List,,#Rarity,#Collection,#Class,(N) P-Total,(N) U-Total,(N) Gold,Missing,Use W1?,Use W2?,1-W1,1-W2,W-Total,(G) P-Total,(G) U-Total,(G) Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,43486,Dragonslayer,Common,KnC,Neutral,2,0,30%,30%,Minion,,4,3,Battlecry: Deal 6 damage to a Dragon.,Battlecry,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,46087,Fungal Enchanter,Common,KnC,Neutral,2,1,55%,55%,Minion,,3,3,Battlecry: Restore 2 Health to all friendly characters.,Battlecry,Standard,FALSE,,1,12,10,2,1,50,0,FALSE,FALSE,45%,45%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,46495,Gilded Gargoyle,Common,KnC,Priest,2,1,35%,35%,Minion,,2,2,Deathrattle: Add a Coin to your hand.,Deathrattle,Standard,FALSE,,1,12,5,2,1,50,0,FALSE,FALSE,65%,65%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,46067,Healing Rain,Common,KnC,Shaman,2,0,65%,65%,Spell,,,,Restore 12 Health randomly split among all friendly characters.,,Standard,FALSE,,1,12,7,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,45929,Kobold Apprentice,Common,KnC,Neutral,2,0,25%,25%,Minion,,2,1,Battlecry: Deal 3 damage randomly split among all enemies.,Battlecry,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,43345,Sewer Crawler,Common,KnC,Neutral,2,0,25%,25%,Minion,,1,1,Battlecry: Summon a 2/3 Giant Rat.,Battlecry,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,43474,Stoneskin Basilisk,Common,KnC,Neutral,2,1,35%,35%,Minion,Beast,1,1,Divine Shield  Poisonous,Divine Shield; Poisonous,Standard,FALSE,,1,12,10,2,1,50,0,FALSE,FALSE,65%,65%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,43489,Toothy Chest,Common,KnC,Neutral,2,0,20%,20%,Minion,,0,4,"At the start of your turn, set this minion's Attack to 4.",,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,45759,Unidentified Elixir,Common,KnC,Priest,2,0,25%,25%,Spell,,,,Give a minion +2/+2. Gains a bonus effect in your hand.,,Standard,FALSE,,1,12,5,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,45594,Cursed Disciple,Common,KnC,Neutral,2,0,35%,35%,Minion,,5,1,Deathrattle: Summon a 5/1 Revenant.,Deathrattle,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43357,Flanking Strike,Common,KnC,Hunter,2,0,75%,75%,Spell,,,,Deal 3 damage to a minion. Summon a 3/3 Wolf.,,Standard,FALSE,,1,12,2,2,1,0,0,FALSE,FALSE,25%,25%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43507,Hoarding Dragon,Common,KnC,Neutral,2,1,30%,30%,Minion,Dragon,5,6,Deathrattle: Give your opponent two Coins.,Deathrattle,Standard,FALSE,,1,12,10,2,1,50,0,FALSE,FALSE,70%,70%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43284,Ironwood Golem,Common,KnC,Druid,2,0,65%,65%,Minion,,3,6,Taunt Can only attack if you have 3 or more Armor.,Taunt,Standard,FALSE,,1,12,1,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,45828,Oaken Summons,Common,KnC,Druid,2,0,65%,65%,Spell,,,,Gain 6 Armor. Recruit a minion that costs (4) or less.,,Standard,FALSE,,1,12,1,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,45784,Shroom Brewer,Common,KnC,Neutral,2,0,55%,55%,Minion,,4,4,Battlecry: Restore 4 Health.,Battlecry,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43493,Sneaky Devil,Common,KnC,Neutral,2,0,25%,25%,Minion,Demon,2,2,Stealth Your other minions have +1 Attack.,Stealth,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,43469,Corrosive Sludge,Common,KnC,Neutral,2,0,35%,35%,Minion,,5,5,Battlecry: Destroy your opponent's weapon.,Battlecry,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,45265,Fungalmancer,Common,KnC,Neutral,2,2,90%,90%,Minion,,2,2,Battlecry: Give adjacent minions +2/+2.,Battlecry,Standard,FALSE,,1,12,10,2,1,100,0,FALSE,FALSE,10%,10%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,43485,Green Jelly,Common,KnC,Neutral,2,0,25%,25%,Minion,,3,3,"At the end of your turn, summon a 1/2 Ooze with Taunt.",,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,46069,Guild Recruiter,Common,KnC,Neutral,2,1,35%,35%,Minion,,2,4,Battlecry: Recruit a minion that costs (4) or less.,Battlecry,Standard,FALSE,,1,12,10,2,1,50,0,FALSE,FALSE,65%,65%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,45837,Trogg Gloomeater,Common,KnC,Neutral,2,0,25%,25%,Minion,,1,5,Taunt Poisonous,Poisonous; Taunt,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,46027,Gemstudded Golem,Common,KnC,Warrior,2,0,35%,35%,Minion,,5,9,Taunt Can only attack if you have 5 or more Armor.,Taunt,Standard,FALSE,,1,12,9,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,45775,Unidentified Shield,Common,KnC,Warrior,2,1,35%,35%,Spell,,,,Gain 5 Armor. Gains a bonus effect in your hand.,,Standard,FALSE,,1,12,9,2,1,50,0,FALSE,FALSE,65%,65%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,45287,Silver Vanguard,Common,KnC,Neutral,2,0,35%,35%,Minion,,3,3,Deathrattle: Recruit an 8-Cost minion.,Deathrattle,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,43526,Violet Wurm,Common,KnC,Neutral,2,0,25%,25%,Minion,Beast,7,7,Deathrattle: Summon seven 1/1 Grubs.,Deathrattle,Standard,FALSE,,1,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,43494,Sleepy Dragon,Common,KnC,Neutral,2,2,55%,55%,Minion,Dragon,4,12,Taunt,Taunt,Standard,FALSE,,1,12,10,2,1,100,0,FALSE,FALSE,45%,45%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,45547,Feral Gibberer,Rare,KnC,Neutral,2,1,25%,25%,Minion,,1,1,"After this minion attacks a hero, add a copy of it to your hand.",,Standard,FALSE,,2,12,10,2,1,100,0,FALSE,FALSE,75%,75%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,43528,Gravelsnout Knight,Rare,KnC,Neutral,2,1,25%,25%,Minion,,2,3,Battlecry: Summon a random 1-Cost minion for your opponent.,Battlecry,Standard,FALSE,,2,12,10,2,1,100,0,FALSE,FALSE,75%,75%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,43288,Lesser Jasper Spellstone,Rare,KnC,Druid,2,0,90%,90%,Spell,,,,Deal 2 damage to a minion. @(Gain 3 Armor to upgrade.),,Standard,FALSE,,2,12,1,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,43382,Lesser Pearl Spellstone,Rare,KnC,Paladin,2,0,15%,15%,Spell,,,,Summon a 2/2 Spirit with Taunt. @(Restore 3 Health to upgrade.),,Standard,FALSE,,2,12,4,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,43414,Lesser Ruby Spellstone,Rare,KnC,Mage,2,0,25%,25%,Spell,,,,Add 1 random Mage spell to your hand. @(Play 2 Elementals to upgrade.),,Standard,FALSE,,2,12,3,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,46432,Murmuring Elemental,Rare,KnC,Shaman,2,0,40%,35%,Minion,Elemental,1,1,Battlecry: Your next Battlecry this turn triggers twice.,Battlecry,Standard,FALSE,,2,12,7,2,1,0,0,FALSE,FALSE,60%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,43453,Scorp-o-matic,Rare,KnC,Neutral,2,0,25%,25%,Minion,Mech,1,2,Battlecry: Destroy a minion with 1 or less Attack.,Battlecry,Standard,FALSE,,2,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,43359,Wandering Monster,Rare,KnC,Hunter,2,0,65%,65%,Spell,,,,"Secret: When an enemy attacks your hero, summon a 3-Cost minion as the new target.",Secret,Standard,FALSE,,2,12,2,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,43407,Explosive Runes,Rare,KnC,Mage,2,0,90%,90%,Spell,,,,"Secret: After your opponent plays a minion, deal 6 damage to it and any excess to their hero.",Secret,Standard,FALSE,,2,12,3,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,45945,Greedy Sprite,Rare,KnC,Druid,2,0,45%,45%,Minion,,3,1,Deathrattle: Gain an empty Mana Crystal.,Deathrattle,Standard,FALSE,,2,12,1,2,1,0,0,FALSE,FALSE,55%,55%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,43269,Kobold Barbarian,Rare,KnC,Warrior,2,0,25%,25%,Minion,,4,4,"At the start of your turn, attack a random enemy.",,Standard,FALSE,,2,12,9,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,43473,Lone Champion,Rare,KnC,Neutral,2,0,25%,25%,Minion,,2,4,"Battlecry: If you control no other minions, gain Taunt and Divine Shield.",Battlecry,Standard,FALSE,,2,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,45905,Primal Talismans,Rare,KnC,Shaman,2,0,25%,25%,Spell,,,,"Give your minions ""Deathrattle: Summon a random basic Totem.""",,Standard,FALSE,,2,12,7,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,46118,Shrieking Shroom,Rare,KnC,Neutral,2,2,25%,25%,Minion,,1,2,"At the end of your turn, summon a random 1-Cost minion.",,Standard,FALSE,,2,12,10,2,1,200,0,FALSE,FALSE,75%,75%,2,2,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,45353,Twilight's Call,Rare,KnC,Priest,2,2,40%,40%,Spell,,,,Summon 1/1 copies of 2 friendly Deathrattle minions that died this game.,,Standard,FALSE,,2,12,5,2,1,200,0,FALSE,FALSE,60%,60%,2,2,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,45782,Unidentified Maul,Rare,KnC,Paladin,2,0,65%,65%,Weapon,,2,,Gains a bonus effect in your hand.,,Standard,FALSE,,2,12,4,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,45899,Duskbreaker,Rare,KnC,Priest,2,1,70%,70%,Minion,Dragon,3,3,"Battlecry: If you're holding a Dragon, deal 3 damage to all other minions.",Battlecry,Standard,FALSE,,2,12,5,2,1,100,0,FALSE,FALSE,30%,30%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43465,Ebon Dragonsmith,Rare,KnC,Neutral,2,0,25%,25%,Minion,Dragon,3,4,Battlecry: Reduce the Cost of a random weapon in your hand by (2).,Battlecry,Standard,FALSE,,2,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,45531,Elven Minstrel,Rare,KnC,Rogue,2,0,95%,95%,Minion,,3,2,Combo: Draw 2 minions from your deck.,Combo,Standard,FALSE,,2,12,6,2,1,0,0,FALSE,FALSE,5%,5%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43133,Hooked Reaver,Rare,KnC,Warlock,2,1,70%,70%,Minion,Demon,4,4,"Battlecry: If you have 15 or less Health, gain +3/+3 and Taunt.",Battlecry,Standard,FALSE,,2,12,8,2,1,100,0,FALSE,FALSE,30%,30%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,45936,Kobold Illusionist,Rare,KnC,Rogue,2,0,35%,35%,Minion,,3,3,Deathrattle: Summon a 1/1 copy of a minion from your hand.,Deathrattle,Standard,FALSE,,2,12,6,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,46079,Kobold Monk,Rare,KnC,Neutral,2,0,25%,25%,Minion,,3,6,Your hero can't be targeted by spells or Hero Powers.,,Standard,FALSE,,2,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43272,Lesser Amethyst Spellstone,Rare,KnC,Warlock,2,1,100%,100%,Spell,,,,Lifesteal. Deal 3 damage to a minion. (Take damage from your cards to upgrade.),Lifesteal,Standard,FALSE,,2,12,8,2,1,100,0,FALSE,FALSE,0%,0%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,46541,Leyline Manipulator,Rare,KnC,Mage,2,1,35%,35%,Minion,Elemental,4,5,"Battlecry: If you're holding any cards that didn't start in your deck, reduce their Cost by (2).",Battlecry,Standard,FALSE,,2,12,3,2,1,100,0,FALSE,FALSE,65%,65%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,43517,Furbolg Mossbinder,Rare,KnC,Neutral,2,1,25%,25%,Minion,,1,1,Battlecry: Transform a friendly minion into a 6/6 Elemental.,Battlecry,Standard,FALSE,,2,12,10,2,1,100,0,FALSE,FALSE,75%,75%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,43363,Lesser Emerald Spellstone,Rare,KnC,Hunter,2,0,100%,100%,Spell,,,,Summon two 3/3 Wolves. (Play a Secret to upgrade.),,Standard,FALSE,,2,12,2,2,1,0,0,FALSE,FALSE,0%,0%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,46296,Lesser Onyx Spellstone,Rare,KnC,Rogue,2,0,20%,20%,Spell,,,,Destroy 1 random enemy minion. @(Play 3 Deathrattle cards to upgrade.),,Standard,FALSE,,2,12,6,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,45833,Crystal Lion,Rare,KnC,Paladin,2,1,35%,35%,Minion,,5,5,Divine Shield Costs (1) less for each Silver Hand Recruit you control.,Divine Shield,Standard,FALSE,,2,12,4,2,1,100,0,FALSE,FALSE,65%,65%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,46058,Gather Your Party,Rare,KnC,Warrior,2,0,55%,55%,Spell,,,,Recruit a minion.,,Standard,FALSE,,2,12,9,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,46082,Hungry Ettin,Rare,KnC,Neutral,2,0,25%,25%,Minion,,4,10,Taunt Battlecry: Summon a random 2-Cost minion for your opponent.,Battlecry; Taunt,Standard,FALSE,,2,12,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,45820,Possessed Lackey,Rare,KnC,Warlock,2,0,45%,45%,Minion,,2,2,Deathrattle: Recruit a Demon.,Deathrattle,Standard,FALSE,,2,12,8,2,1,0,0,FALSE,FALSE,55%,55%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,46445,Seeping Oozeling,Rare,KnC,Hunter,2,0,35%,35%,Minion,,5,4,Battlecry: Gain the Deathrattle of a random minion in your deck.,Battlecry,Standard,FALSE,,2,12,2,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,46307,Lesser Diamond Spellstone,Rare,KnC,Priest,2,1,45%,45%,Spell,,,,Resurrect 2 different friendly minions. @(Cast 4 spells to upgrade.),,Standard,FALSE,,2,12,5,2,1,100,0,FALSE,FALSE,55%,55%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,45519,Lesser Mithril Spellstone,Rare,KnC,Warrior,2,2,25%,25%,Spell,,,,Summon one 5/5 Mithril Golem. (Equip a weapon to upgrade.),,Standard,FALSE,,2,12,9,2,1,200,0,FALSE,FALSE,75%,75%,2,2,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,43331,Lesser Sapphire Spellstone,Rare,KnC,Shaman,2,0,35%,35%,Spell,,,,Summon 1 copy of a friendly minion. @(Overload 3 Mana Crystals to upgrade.),,Standard,FALSE,,2,12,7,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,45835,Grizzled Guardian,Rare,KnC,Druid,2,0,30%,30%,Minion,Beast,3,5,Taunt Deathrattle: Recruit 2 minions that cost (4) or less.,Deathrattle; Taunt,Standard,FALSE,,2,12,1,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,46303,Unstable Evolution,Epic,KnC,Shaman,2,0,39%,35%,Spell,,,,Transform a friendly minion into one that costs (1) more. Repeatable this turn.,,Standard,FALSE,,3,12,7,2,1,0,0,FALSE,FALSE,61%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,43277,Bladed Gauntlet,Epic,KnC,Warrior,1,0,35%,35%,Weapon,,0,,Has Attack equal to your Armor. Can't attack heroes.,,Standard,FALSE,,3,12,9,1,1,0,1,FALSE,TRUE,65%,65%,1.65,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,45535,Evasion,Epic,KnC,Rogue,0,1,40%,35%,Spell,,,,"Secret: After your hero takes damage, become Immune this turn.",Secret,Standard,FALSE,,3,12,6,1,1,0,1,FALSE,TRUE,60%,65%,1.65,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,46026,Reckless Flurry,Epic,KnC,Warrior,2,0,60%,60%,Spell,,,,Spend all your Armor. Deal that much damage to all minions.,,Standard,FALSE,,3,12,9,2,1,0,0,FALSE,FALSE,40%,40%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,46088,Rummaging Kobold,Epic,KnC,Neutral,1,0,20%,20%,Minion,,1,3,Battlecry: Return one of your destroyed weapons to your hand.,Battlecry,Standard,FALSE,,3,12,10,1,1,0,1,FALSE,TRUE,80%,80%,1.8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,46460,Twilight Acolyte,Epic,KnC,Priest,2,0,45%,45%,Minion,,2,4,"Battlecry: If you're holding a Dragon, swap this minion's Attack with another minion's.",Battlecry,Standard,FALSE,,3,12,5,2,1,0,0,FALSE,FALSE,55%,55%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,46461,Void Ripper,Epic,KnC,Neutral,2,0,55%,35%,Minion,Demon,3,3,Battlecry: Swap the Attack and Health of all other minions.,Battlecry,Standard,FALSE,,3,12,10,2,1,0,0,FALSE,FALSE,45%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43304,Astral Tiger,Epic,KnC,Druid,2,0,25%,25%,Minion,,3,5,Deathrattle: Shuffle a  copy of this minion into your deck.,Deathrattle,Standard,FALSE,,3,12,1,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43294,Branching Paths,Epic,KnC,Druid,2,1,90%,90%,Spell,,,,Choose Twice - Draw a card; Give your minions  +1 Attack; Gain 6 Armor.,,Standard,FALSE,,3,12,1,2,1,400,0,FALSE,FALSE,10%,10%,2,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,46286,Cataclysm,Epic,KnC,Warlock,2,0,15%,15%,Spell,,,,Destroy all minions. Discard your hand.,,Standard,FALSE,,3,12,8,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,43228,Fal'dorei Strider,Epic,KnC,Rogue,2,0,70%,70%,Minion,,4,4,"Battlecry: Shuffle 3 Ambushes into your deck. When drawn, summon a 4/4 Spider.",Battlecry,Standard,FALSE,,3,12,6,2,1,0,0,FALSE,FALSE,30%,30%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,46892,Shimmering Courser,Epic,KnC,Neutral,1,0,25%,25%,Minion,Beast,3,3,Only you can target this with spells and Hero Powers.,,Standard,FALSE,,3,12,10,1,1,0,1,FALSE,TRUE,75%,75%,1.75,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,43483,Arcane Tyrant,Epic,KnC,Neutral,2,0,60%,60%,Minion,Elemental,4,4,Costs (0) if you've cast a spell that costs (5) or more this turn.,,Standard,FALSE,,3,12,10,2,1,0,0,FALSE,FALSE,40%,40%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,43384,Call to Arms,Epic,KnC,Paladin,0,0,40%,40%,Spell,,,,Recruit 3 minions that  cost (2) or less.,,Standard,TRUE,,3,12,4,0,0,0,2,TRUE,TRUE,60%,60%,1.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,45195,Carnivorous Cube,Epic,KnC,Neutral,2,1,90%,90%,Minion,,4,6,Battlecry: Destroy a friendly minion. Deathrattle: Summon 2 copies of it.,Battlecry; Deathrattle,Standard,FALSE,,3,12,10,2,1,400,0,FALSE,FALSE,10%,10%,2,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,43424,Deck of Wonders,Epic,KnC,Mage,0,0,20%,20%,Spell,,,,"Shuffle 5 Scrolls into your deck. When drawn, cast a random spell.",,Standard,FALSE,,3,12,3,0,0,0,2,TRUE,TRUE,80%,80%,1.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,45271,Dragon's Fury,Epic,KnC,Mage,2,0,65%,65%,Spell,,,,Reveal a spell from your deck. Deal damage equal to its Cost to all minions.,,Standard,FALSE,,3,12,3,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,45877,Level Up!,Epic,KnC,Paladin,2,0,75%,75%,Spell,,,,Give your Silver Hand Recruits +2/+2 and Taunt.,,Standard,FALSE,,3,12,4,2,1,0,0,FALSE,FALSE,25%,25%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,46440,Windshear Stormcaller,Epic,KnC,Shaman,2,0,20%,20%,Minion,,5,5,"Battlecry: If you control all 4 basic Totems, summon Al'Akir the Windlord.",Battlecry,Standard,FALSE,,3,12,7,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,45546,To My Side!,Epic,KnC,Hunter,1,0,40%,40%,Spell,,,,"Summon an Animal Companion, or 2 if your deck has no minions.",,Standard,TRUE,,3,12,2,1,1,0,1,FALSE,TRUE,60%,60%,1.6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,43515,Corridor Creeper,Epic,KnC,Neutral,2,0,65%,65%,Minion,Beast,2,5,Costs (1) less whenever a minion dies while this is in your hand.,,Standard,FALSE,,3,12,10,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,46450,Crushing Walls,Epic,KnC,Hunter,0,0,30%,30%,Spell,,,,Destroy your opponent's left and right-most minions.,,Standard,FALSE,,3,12,2,0,0,0,2,TRUE,TRUE,70%,70%,1.4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
